id_viagem,id_rota,id_veiculo,id_motorista,mes,km_rodado,retorno_vazio,volume_m3,custo_combustivel,custo_pedagio,custo_manutencao_rateado,faturamento_viagem
ROT-03-00307,ROT-03,VEI-023,MOT-15,2025-08-01,593.5,False,27.5,1198.84,156.15,56.57,6558.86
ROT-03-00308,ROT-03,VEI-047,MOT-33,2025-06-01,589.4,False,18.8,1090.94,167.04,86.8,7057.87
ROT-03-00309,ROT-03,VEI-025,MOT-07,2025-06-01,617.3,False,18.2,1087.56,213.55,80.99,8442.94
ROT-03-00310,ROT-03,VEI-050,MOT-15,2025-01-01,621.6,False,19.6,1216.14,163.86,57.45,9163.47
ROT-03-00311,ROT-03,VEI-014,MOT-20,2025-09-01,622.3,False,25.3,1286.09,194.31,68.33,8722.81
ROT-03-00312,ROT-03,VEI-039,MOT-30,2025-07-01,616.0,False,29.7,1264.51,134.89,67.0,7305.19
ROT-03-00313,ROT-03,VEI-042,MOT-24,2025-06-01,605.4,False,23.7,1245.64,146.81,66.08,7684.89
ROT-03-00314,ROT-03,VEI-025,MOT-08,2025-04-01,613.0,False,18.3,1133.92,135.21,67.92,8008.45
ROT-03-00315,ROT-03,VEI-045,MOT-03,2025-07-01,619.8,False,28.1,1306.1,159.39,67.08,8146.59
ROT-03-00316,ROT-03,VEI-054,MOT-07,2025-03-01,603.2,False,24.8,1252.72,200.05,49.43,8810.59
ROT-03-00317,ROT-03,VEI-060,MOT-44,2025-09-01,604.5,False,26.3,1189.13,148.61,71.11,8994.9
ROT-03-00318,ROT-03,VEI-056,MOT-02,2025-05-01,603.3,False,25.9,1216.96,136.7,55.69,6921.32
ROT-03-00319,ROT-03,VEI-032,MOT-42,2025-09-01,598.9,True,20.2,1249.18,154.86,65.8,3767.9
ROT-03-00320,ROT-03,VEI-059,MOT-20,2025-02-01,614.1,False,25.7,1117.45,116.2,80.5,7660.18
ROT-03-00321,ROT-03,VEI-020,MOT-22,2025-12-01,594.2,False,27.9,1268.99,193.38,88.94,8772.02
ROT-03-00322,ROT-03,VEI-035,MOT-06,2025-05-01,607.4,False,19.1,1204.98,188.81,57.19,7509.77
ROT-03-00323,ROT-03,VEI-011,MOT-18,2025-06-01,609.9,False,22.3,1157.28,100.02,72.27,7443.02
ROT-03-00324,ROT-03,VEI-013,MOT-32,2025-06-01,593.7,False,22.6,1189.49,176.45,61.78,8262.71
ROT-03-00325,ROT-03,VEI-027,MOT-05,2025-11-01,592.3,False,28.5,1141.68,117.69,62.36,7023.43
ROT-03-00326,ROT-03,VEI-022,MOT-25,2025-01-01,602.1,False,18.2,1092.32,138.2,51.07,8119.03
ROT-03-00327,ROT-03,VEI-025,MOT-34,2025-07-01,593.2,False,27.1,1135.49,201.42,57.69,7965.82
ROT-03-00328,ROT-03,VEI-018,MOT-20,2025-04-01,623.1,False,25.9,1315.83,138.71,75.22,7549.63
ROT-03-00329,ROT-03,VEI-031,MOT-02,2025-02-01,608.2,False,19.8,1225.08,208.31,85.31,6773.38
ROT-03-00330,ROT-03,VEI-043,MOT-16,2025-06-01,610.3,False,29.7,1245.68,149.56,70.76,8796.17
ROT-03-00331,ROT-03,VEI-057,MOT-06,2025-02-01,604.5,True,18.9,1195.19,106.99,70.05,4439.9
ROT-03-00332,ROT-03,VEI-038,MOT-18,2025-02-01,607.9,True,26.3,1139.12,152.2,55.07,4217.23
ROT-03-00333,ROT-03,VEI-016,MOT-08,2025-07-01,616.2,False,28.6,1187.66,158.26,83.9,6950.02
ROT-03-00334,ROT-03,VEI-013,MOT-24,2025-01-01,618.9,False,23.2,1224.79,213.13,58.8,7434.35
ROT-03-00335,ROT-03,VEI-057,MOT-25,2025-01-01,621.1,False,28.2,1310.16,212.13,66.76,7444.39
ROT-03-00336,ROT-03,VEI-060,MOT-44,2025-02-01,600.7,False,24.9,1210.19,155.85,62.32,7062.8
ROT-03-00337,ROT-03,VEI-008,MOT-39,2025-07-01,617.1,False,20.6,1224.03,102.44,53.17,7510.63
ROT-03-00338,ROT-03,VEI-051,MOT-36,2025-09-01,605.9,False,28.9,1352.56,192.57,67.06,7985.96
ROT-03-00339,ROT-03,VEI-006,MOT-21,2025-10-01,586.9,False,23.3,1069.72,149.43,47.19,8683.66
ROT-03-00340,ROT-03,VEI-056,MOT-19,2025-05-01,592.8,False,24.9,1410.16,206.19,65.68,6520.7
ROT-03-00341,ROT-03,VEI-044,MOT-40,2025-06-01,594.1,False,21.0,1115.53,164.19,69.32,6662.33
ROT-03-00342,ROT-03,VEI-029,MOT-40,2025-01-01,587.9,False,22.9,1134.93,135.17,75.45,8795.87
ROT-03-00343,ROT-03,VEI-023,MOT-17,2025-01-01,609.1,False,26.7,1096.35,175.23,73.2,6728.28
ROT-03-00344,ROT-03,VEI-037,MOT-18,2025-02-01,595.1,False,28.6,1050.06,146.36,64.5,6617.22
ROT-03-00345,ROT-03,VEI-037,MOT-02,2025-03-01,594.8,False,22.5,1160.38,201.08,56.82,8446.82
ROT-03-00346,ROT-03,VEI-038,MOT-28,2025-12-01,600.1,False,21.2,1127.81,123.83,67.54,7665.33
ROT-03-00347,ROT-03,VEI-058,MOT-16,2025-05-01,587.5,False,27.8,1189.1,103.01,55.53,7941.71
ROT-03-00348,ROT-03,VEI-019,MOT-19,2025-11-01,588.7,False,24.1,1166.77,154.53,73.59,8562.92
ROT-03-00349,ROT-03,VEI-033,MOT-38,2025-08-01,618.7,False,28.4,1286.23,93.22,83.32,9049.07
ROT-03-00350,ROT-03,VEI-039,MOT-12,2025-08-01,614.2,False,29.0,1114.97,152.01,88.27,7502.69
ROT-03-00351,ROT-03,VEI-012,MOT-13,2025-02-01,606.5,False,20.1,1245.78,196.07,64.27,6684.88
ROT-03-00352,ROT-03,VEI-001,MOT-37,2025-08-01,604.9,False,19.7,1070.51,192.69,66.46,6990.02
ROT-03-00353,ROT-03,VEI-028,MOT-39,2025-03-01,606.4,False,25.4,1137.7,159.72,50.72,8111.94
ROT-03-00354,ROT-03,VEI-022,MOT-09,2025-07-01,605.1,False,20.5,1213.03,184.01,51.5,8497.97
ROT-03-00355,ROT-03,VEI-046,MOT-15,2025-08-01,603.2,False,27.4,1177.71,178.47,79.65,7764.7
ROT-03-00356,ROT-03,VEI-023,MOT-33,2025-11-01,607.7,False,22.8,1224.49,180.71,82.33,8981.28
ROT-03-00357,ROT-03,VEI-002,MOT-33,2025-04-01,622.2,True,28.9,1241.55,217.45,84.28,5060.49
ROT-03-00358,ROT-03,VEI-037,MOT-21,2025-09-01,591.7,False,24.7,1108.71,151.69,68.34,8538.01
ROT-03-00359,ROT-03,VEI-056,MOT-37,2025-12-01,608.1,False,25.2,1217.86,151.77,82.47,6988.33
ROT-03-00360,ROT-03,VEI-057,MOT-01,2025-12-01,590.4,False,22.9,1139.53,128.83,85.15,7230.26
ROT-03-00361,ROT-03,VEI-038,MOT-32,2025-05-01,621.1,False,21.5,1232.46,102.4,76.69,8518.6
ROT-03-00362,ROT-03,VEI-057,MOT-03,2025-06-01,602.5,False,27.5,1143.78,191.02,78.44,7584.12
ROT-03-00363,ROT-03,VEI-057,MOT-18,2025-06-01,622.2,False,24.1,1177.49,135.95,72.76,7077.03
ROT-03-00364,ROT-03,VEI-047,MOT-19,2025-04-01,599.2,False,25.2,1361.12,178.35,48.27,6878.84
ROT-03-00365,ROT-03,VEI-044,MOT-09,2025-08-01,604.8,False,23.7,1110.77,203.71,51.01,8169.91
ROT-03-00366,ROT-03,VEI-048,MOT-27,2025-10-01,601.0,False,18.8,1273.25,150.73,79.55,8899.17
ROT-03-00367,ROT-03,VEI-034,MOT-16,2025-04-01,622.2,False,27.3,1170.29,128.75,87.35,8704.75
ROT-03-00368,ROT-03,VEI-038,MOT-45,2025-08-01,614.9,False,24.6,1189.74,93.68,59.52,8377.52
ROT-03-00369,ROT-03,VEI-025,MOT-19,2025-09-01,600.2,False,19.6,1287.89,158.55,75.65,8893.46
ROT-03-00370,ROT-03,VEI-037,MOT-10,2025-02-01,592.5,False,29.6,1111.36,152.92,80.75,8033.43
ROT-03-00371,ROT-03,VEI-017,MOT-37,2025-10-01,588.3,False,24.4,1184.12,101.38,86.74,7647.64
ROT-03-00372,ROT-03,VEI-032,MOT-35,2025-01-01,614.7,False,18.3,1295.66,204.09,87.44,8918.97
ROT-03-00373,ROT-03,VEI-021,MOT-14,2025-09-01,594.2,False,18.9,1195.57,187.24,51.42,8392.59
ROT-03-00374,ROT-03,VEI-005,MOT-33,2025-12-01,619.8,False,26.6,1272.38,107.39,53.05,7588.93
ROT-03-00375,ROT-03,VEI-003,MOT-36,2025-10-01,598.2,False,28.2,1298.74,146.05,81.4,7517.68
ROT-03-00376,ROT-03,VEI-009,MOT-43,2025-08-01,618.7,False,20.1,1108.58,148.43,50.47,7555.38
ROT-03-00377,ROT-03,VEI-006,MOT-37,2025-07-01,619.1,False,20.0,1160.46,146.49,89.1,7506.41
ROT-03-00378,ROT-03,VEI-044,MOT-06,2025-07-01,620.1,False,29.3,1157.84,196.56,63.51,8588.85
ROT-03-00379,ROT-03,VEI-022,MOT-41,2025-01-01,616.5,False,29.1,1246.56,162.39,89.99,8540.97
ROT-03-00380,ROT-03,VEI-053,MOT-01,2025-11-01,592.0,False,19.8,1172.18,166.38,87.6,8002.38
ROT-03-00381,ROT-03,VEI-006,MOT-25,2025-11-01,622.2,False,25.4,1238.34,117.95,91.47,9186.96
ROT-03-00382,ROT-03,VEI-043,MOT-43,2025-07-01,599.0,False,24.4,1291.71,157.75,48.4,7253.45
ROT-03-00383,ROT-03,VEI-055,MOT-06,2025-11-01,596.7,False,22.1,1159.05,150.51,87.01,8035.17
ROT-03-00384,ROT-03,VEI-024,MOT-12,2025-11-01,622.1,False,28.6,1430.65,180.93,64.09,8826.59
ROT-03-00385,ROT-03,VEI-052,MOT-04,2025-03-01,600.4,False,29.6,1283.73,167.93,68.25,7964.61
ROT-03-00386,ROT-03,VEI-016,MOT-41,2025-10-01,602.4,False,21.2,1248.62,124.8,65.79,7320.44
ROT-03-00387,ROT-03,VEI-038,MOT-33,2025-08-01,620.0,False,19.8,1292.41,188.69,90.27,7378.46
ROT-03-00388,ROT-03,VEI-052,MOT-19,2025-06-01,604.5,False,26.4,1303.2,189.73,57.72,8107.1
ROT-03-00389,ROT-03,VEI-001,MOT-27,2025-07-01,592.5,False,22.2,1126.83,147.21,49.36,7682.59
ROT-03-00390,ROT-03,VEI-035,MOT-05,2025-08-01,593.1,False,25.8,1374.53,180.56,88.21,8548.7
ROT-03-00391,ROT-03,VEI-027,MOT-05,2025-03-01,592.2,False,22.9,1238.4,110.65,52.57,8822.0
ROT-03-00392,ROT-03,VEI-037,MOT-01,2025-06-01,592.8,False,23.5,1126.02,176.7,73.39,8230.64
ROT-03-00393,ROT-03,VEI-036,MOT-13,2025-06-01,617.3,False,30.0,1181.91,213.77,92.07,7269.67
ROT-03-00394,ROT-03,VEI-014,MOT-04,2025-04-01,604.3,False,19.2,1209.66,186.08,69.9,8258.33
ROT-03-00395,ROT-03,VEI-020,MOT-38,2025-05-01,612.0,False,18.2,1190.74,183.27,64.66,9104.09
ROT-03-00396,ROT-03,VEI-037,MOT-31,2025-04-01,605.5,False,20.5,1055.97,202.94,52.23,7899.0
ROT-03-00397,ROT-03,VEI-022,MOT-26,2025-12-01,602.0,False,23.2,1216.98,201.55,50.32,6971.17
ROT-03-00398,ROT-03,VEI-044,MOT-03,2025-05-01,606.5,False,28.1,1145.79,129.76,57.7,8176.44
ROT-03-00399,ROT-03,VEI-051,MOT-24,2025-09-01,588.8,False,25.4,1077.38,188.86,49.88,6522.82
ROT-03-00400,ROT-03,VEI-018,MOT-17,2025-04-01,617.4,True,26.6,1190.23,110.2,67.27,4546.32
ROT-03-00401,ROT-03,VEI-020,MOT-36,2025-12-01,608.9,False,18.1,1270.62,120.69,62.05,7200.96
ROT-03-00402,ROT-03,VEI-005,MOT-07,2025-04-01,590.5,False,22.0,1170.54,133.6,82.91,8359.66
ROT-03-00403,ROT-03,VEI-019,MOT-09,2025-05-01,591.5,False,24.7,1058.44,184.78,62.73,8828.05
ROT-03-00404,ROT-03,VEI-004,MOT-25,2025-08-01,606.5,False,20.1,1102.04,205.02,90.73,8218.54
ROT-03-00405,ROT-03,VEI-041,MOT-14,2025-05-01,609.6,False,23.3,1317.6,119.93,87.68,6754.11
ROT-03-00406,ROT-03,VEI-046,MOT-39,2025-04-01,609.2,False,20.2,1331.74,203.58,57.15,7422.67
ROT-03-00407,ROT-03,VEI-032,MOT-17,2025-08-01,607.8,False,22.0,1181.29,106.16,90.64,7305.33
ROT-03-00408,ROT-03,VEI-024,MOT-12,2025-03-01,589.5,False,25.0,1008.68,163.19,64.59,6874.19
ROT-03-00409,ROT-03,VEI-041,MOT-12,2025-09-01,601.9,False,21.8,1181.85,196.78,56.31,7530.23
ROT-03-00410,ROT-03,VEI-034,MOT-17,2025-04-01,592.9,False,19.9,1207.45,92.04,48.41,7747.75
ROT-03-00411,ROT-03,VEI-005,MOT-07,2025-06-01,606.3,False,29.0,1168.49,190.92,81.56,8658.78
ROT-03-00412,ROT-03,VEI-015,MOT-40,2025-06-01,619.1,False,20.2,1207.75,179.91,71.59,8068.03
ROT-03-00413,ROT-03,VEI-008,MOT-43,2025-10-01,598.5,False,28.8,1129.25,92.8,62.89,8975.18
ROT-03-00414,ROT-03,VEI-017,MOT-08,2025-09-01,622.7,False,18.4,1456.28,125.82,92.24,7494.32
ROT-03-00415,ROT-03,VEI-016,MOT-31,2025-01-01,599.7,False,21.1,1147.88,190.45,64.68,6886.97
ROT-03-00416,ROT-03,VEI-007,MOT-21,2025-09-01,592.6,False,20.4,1105.95,122.06,70.18,8112.04
ROT-03-00417,ROT-03,VEI-007,MOT-12,2025-10-01,596.4,False,26.6,1021.55,140.89,62.06,7393.57
ROT-03-00418,ROT-03,VEI-045,MOT-20,2025-09-01,598.3,False,25.7,1189.3,176.28,75.38,6918.57
ROT-03-00419,ROT-03,VEI-008,MOT-38,2025-07-01,611.3,False,28.2,1165.94,125.45,89.73,8271.19
ROT-03-00420,ROT-03,VEI-045,MOT-22,2025-04-01,613.2,False,19.6,1110.66,211.69,84.48,7852.29
ROT-03-00421,ROT-03,VEI-032,MOT-40,2025-09-01,622.5,False,23.3,1129.79,126.46,56.16,8094.36
ROT-03-00422,ROT-03,VEI-045,MOT-35,2025-08-01,612.2,False,23.9,1201.67,181.17,89.68,7099.31
ROT-03-00423,ROT-03,VEI-021,MOT-04,2025-10-01,613.6,False,21.4,1320.07,152.74,76.53,9187.71
ROT-03-00424,ROT-03,VEI-053,MOT-29,2025-01-01,611.0,False,28.1,1165.15,109.46,51.27,8924.26
ROT-03-00425,ROT-03,VEI-046,MOT-17,2025-07-01,614.2,False,28.4,1265.21,166.71,81.5,9037.16
ROT-03-00426,ROT-03,VEI-014,MOT-28,2025-02-01,588.9,False,21.7,1004.27,168.82,74.95,8392.29
ROT-03-00427,ROT-03,VEI-021,MOT-23,2025-04-01,592.6,False,24.2,1224.31,148.6,58.51,8854.76
ROT-03-00428,ROT-03,VEI-008,MOT-28,2025-02-01,615.5,False,20.9,1230.9,168.09,51.39,7383.33
ROT-03-00429,ROT-03,VEI-052,MOT-03,2025-11-01,616.8,False,28.9,1434.21,154.21,54.66,8888.06
ROT-03-00430,ROT-03,VEI-047,MOT-32,2025-08-01,594.9,False,20.0,1222.27,132.85,72.26,7369.6
ROT-03-00431,ROT-03,VEI-049,MOT-33,2025-05-01,620.5,False,23.6,1126.7,194.14,92.23,8728.41
ROT-03-00432,ROT-03,VEI-060,MOT-28,2025-09-01,603.6,False,20.8,1186.77,106.04,67.01,7981.71
ROT-03-00433,ROT-03,VEI-056,MOT-34,2025-03-01,593.2,False,19.8,1064.78,171.17,77.77,7552.58
ROT-03-00434,ROT-03,VEI-036,MOT-35,2025-07-01,622.3,False,23.8,1232.1,187.74,84.06,8636.47
ROT-03-00435,ROT-03,VEI-017,MOT-17,2025-03-01,603.4,False,27.9,1135.78,162.16,75.29,8662.25
ROT-03-00436,ROT-03,VEI-051,MOT-21,2025-05-01,593.2,False,25.4,1269.64,188.83,78.78,6603.83
ROT-03-00437,ROT-03,VEI-041,MOT-15,2025-05-01,605.2,False,28.9,1330.61,119.4,54.81,8990.75
ROT-03-00438,ROT-03,VEI-043,MOT-05,2025-09-01,602.2,False,27.2,1219.31,122.05,68.66,8980.87
ROT-03-00439,ROT-03,VEI-038,MOT-27,2025-11-01,603.2,True,19.3,1202.4,169.23,63.78,4524.39
ROT-03-00440,ROT-03,VEI-010,MOT-33,2025-08-01,615.6,False,29.2,1205.56,151.27,91.16,7566.71
ROT-03-00441,ROT-03,VEI-008,MOT-26,2025-04-01,603.9,False,18.4,1061.51,99.17,53.17,6929.88
ROT-03-00442,ROT-03,VEI-016,MOT-11,2025-02-01,607.0,False,25.6,1135.68,126.22,53.94,8875.97
ROT-03-00443,ROT-03,VEI-010,MOT-28,2025-05-01,592.6,False,23.9,1077.09,187.3,68.43,7846.29
ROT-03-00444,ROT-03,VEI-022,MOT-23,2025-08-01,597.9,False,19.7,1168.93,135.38,83.36,8615.56
ROT-03-00445,ROT-03,VEI-053,MOT-25,2025-10-01,601.6,False,20.8,1035.39,128.16,87.28,8228.84
ROT-03-00446,ROT-03,VEI-023,MOT-03,2025-11-01,595.9,False,18.0,1298.14,124.41,59.13,7630.1
ROT-03-00447,ROT-03,VEI-023,MOT-22,2025-11-01,607.5,False,28.6,1191.86,151.06,87.69,7455.07
ROT-03-00448,ROT-03,VEI-045,MOT-30,2025-07-01,603.0,False,26.7,1137.27,122.48,74.84,8886.93
ROT-03-00449,ROT-03,VEI-026,MOT-42,2025-07-01,601.4,False,21.0,1198.59,96.74,64.16,6832.22
ROT-03-00450,ROT-03,VEI-015,MOT-08,2025-02-01,608.6,False,26.0,1231.21,116.95,63.09,8956.79
ROT-03-00451,ROT-03,VEI-052,MOT-31,2025-06-01,618.9,False,18.4,1104.14,148.87,50.62,8510.43
ROT-03-00452,ROT-03,VEI-033,MOT-21,2025-05-01,601.8,False,29.5,1298.4,119.96,89.65,8427.28
ROT-03-00453,ROT-03,VEI-056,MOT-18,2025-08-01,606.5,False,27.7,1130.49,198.26,90.01,8078.95
ROT-03-00454,ROT-03,VEI-046,MOT-12,2025-07-01,620.0,False,25.5,1298.54,192.13,81.72,7959.7
ROT-03-00455,ROT-03,VEI-002,MOT-27,2025-10-01,618.3,False,21.5,1339.3,194.69,52.88,6830.97
ROT-03-00456,ROT-03,VEI-008,MOT-45,2025-10-01,591.7,False,19.6,1154.26,120.66,72.35,8267.88
ROT-03-00457,ROT-03,VEI-002,MOT-34,2025-01-01,604.0,False,18.5,1227.3,96.41,73.69,7139.24
ROT-03-00458,ROT-03,VEI-006,MOT-45,2025-02-01,614.0,False,21.5,1148.54,185.45,78.64,7870.0
ROT-03-00459,ROT-03,VEI-019,MOT-15,2025-09-01,602.5,False,29.5,1222.56,162.14,84.4,6873.26
ROT-03-00460,ROT-03,VEI-033,MOT-27,2025-12-01,616.6,False,22.1,1265.56,214.49,88.51,9072.21
ROT-03-00461,ROT-03,VEI-013,MOT-01,2025-09-01,600.2,False,24.0,1063.62,169.15,78.99,7405.78
ROT-03-00462,ROT-03,VEI-016,MOT-28,2025-06-01,591.4,False,23.4,1262.73,119.99,73.31,8863.51
ROT-03-00463,ROT-03,VEI-057,MOT-43,2025-05-01,612.2,False,29.2,1207.41,114.13,75.94,8331.99
ROT-03-00464,ROT-03,VEI-001,MOT-18,2025-04-01,593.5,False,27.4,1086.84,183.42,62.54,8434.43
ROT-03-00465,ROT-03,VEI-024,MOT-14,2025-04-01,609.0,False,20.7,1231.46,145.99,57.49,7104.47
ROT-03-00466,ROT-03,VEI-016,MOT-22,2025-12-01,611.5,False,21.6,1206.65,106.68,71.58,6996.43
ROT-03-00467,ROT-03,VEI-024,MOT-36,2025-03-01,598.2,False,24.2,1155.2,179.94,47.9,8348.61
ROT-03-00468,ROT-03,VEI-005,MOT-03,2025-04-01,604.5,False,20.7,1251.81,177.26,89.57,7112.44
ROT-03-00469,ROT-03,VEI-028,MOT-28,2025-10-01,602.1,False,25.0,1164.51,203.82,57.11,8357.02
ROT-03-00470,ROT-03,VEI-030,MOT-29,2025-08-01,615.2,False,23.5,1285.68,101.9,81.57,7461.41
ROT-03-00471,ROT-03,VEI-060,MOT-27,2025-08-01,591.2,False,21.5,1159.65,108.65,64.0,7321.8
ROT-03-00472,ROT-03,VEI-035,MOT-27,2025-10-01,593.4,False,24.5,1148.99,112.02,80.06,6768.49
ROT-03-00473,ROT-03,VEI-037,MOT-09,2025-04-01,600.7,False,26.7,1167.65,199.46,76.09,8156.92
ROT-03-00474,ROT-03,VEI-055,MOT-28,2025-04-01,587.3,False,27.4,1066.98,204.25,83.01,7758.01
ROT-03-00475,ROT-03,VEI-017,MOT-26,2025-01-01,611.8,False,29.7,1265.05,178.34,58.87,8106.34
ROT-03-00476,ROT-03,VEI-050,MOT-34,2025-07-01,616.4,False,27.6,1294.95,172.98,54.31,8598.11
ROT-03-00477,ROT-03,VEI-026,MOT-12,2025-09-01,603.9,False,19.3,1347.4,128.92,68.72,9014.69
ROT-03-00478,ROT-03,VEI-039,MOT-34,2025-01-01,618.8,False,18.7,1550.6,184.89,82.32,7432.36
ROT-03-00479,ROT-03,VEI-056,MOT-36,2025-10-01,600.4,False,21.3,1201.29,139.54,51.22,6777.69
ROT-03-00480,ROT-03,VEI-050,MOT-03,2025-04-01,603.3,False,27.2,1309.19,185.31,82.41,8876.4
ROT-03-00481,ROT-03,VEI-024,MOT-40,2025-03-01,612.3,False,26.0,1154.84,164.75,50.79,8288.24
ROT-03-00482,ROT-03,VEI-053,MOT-05,2025-01-01,600.6,False,24.2,1173.42,135.9,77.72,6683.23
ROT-03-00483,ROT-03,VEI-049,MOT-35,2025-08-01,620.8,False,22.4,1261.78,194.53,80.52,7869.75
ROT-03-00484,ROT-03,VEI-016,MOT-43,2025-12-01,594.2,False,26.1,1232.86,162.66,47.71,7012.83
ROT-03-00485,ROT-03,VEI-006,MOT-32,2025-05-01,588.5,False,24.9,1124.07,159.56,62.22,8624.58
ROT-03-00486,ROT-03,VEI-037,MOT-10,2025-12-01,595.4,False,22.6,1061.4,157.59,69.64,6585.25
ROT-03-00487,ROT-03,VEI-015,MOT-24,2025-06-01,597.7,False,22.1,1194.01,97.76,63.38,6673.02
ROT-03-00488,ROT-03,VEI-050,MOT-31,2025-11-01,613.1,False,27.2,1255.08,161.76,84.89,7003.6
ROT-03-00489,ROT-03,VEI-022,MOT-31,2025-01-01,587.7,False,29.4,1319.25,136.26,72.0,6467.89
ROT-03-00490,ROT-03,VEI-048,MOT-26,2025-08-01,610.7,False,25.7,1106.21,103.07,67.86,7231.9
ROT-03-00491,ROT-03,VEI-035,MOT-17,2025-08-01,597.9,False,22.6,1215.05,125.87,49.23,8908.73
ROT-03-00492,ROT-03,VEI-014,MOT-19,2025-01-01,598.9,False,27.0,1352.81,127.68,70.75,7618.83
ROT-03-00493,ROT-03,VEI-030,MOT-18,2025-05-01,614.3,False,29.1,1144.13,119.13,86.49,6922.9
ROT-03-00494,ROT-03,VEI-047,MOT-21,2025-09-01,622.8,False,21.8,1066.22,149.44,81.18,7363.8
ROT-03-00495,ROT-03,VEI-005,MOT-43,2025-12-01,611.8,False,24.5,1256.02,151.06,77.13,7579.59
ROT-03-00496,ROT-03,VEI-037,MOT-15,2025-10-01,616.4,False,29.4,1216.3,105.01,50.53,7160.24
ROT-03-00497,ROT-03,VEI-011,MOT-44,2025-07-01,612.9,False,27.2,1244.44,188.13,66.49,7130.54
ROT-03-00498,ROT-03,VEI-050,MOT-39,2025-02-01,614.2,False,23.0,1215.57,209.25,67.6,7908.28
ROT-03-00499,ROT-03,VEI-060,MOT-34,2025-08-01,608.5,False,29.3,1249.99,142.58,84.29,8489.35
ROT-03-00500,ROT-03,VEI-014,MOT-11,2025-11-01,616.0,False,18.6,1315.63,124.93,88.92,6829.45
ROT-03-00501,ROT-03,VEI-013,MOT-05,2025-09-01,601.4,False,19.0,1252.12,136.17,52.4,8463.3
ROT-03-00502,ROT-03,VEI-035,MOT-35,2025-03-01,603.6,False,29.0,1159.36,181.47,60.85,8937.0
ROT-03-00503,ROT-03,VEI-024,MOT-23,2025-05-01,620.4,False,19.1,1090.02,177.94,84.03,8098.44
ROT-03-00504,ROT-03,VEI-011,MOT-25,2025-03-01,599.8,False,19.2,1209.88,130.26,53.83,7609.0
ROT-03-00505,ROT-03,VEI-017,MOT-20,2025-12-01,591.6,False,25.6,1341.43,99.45,82.41,8116.2
ROT-03-00506,ROT-03,VEI-048,MOT-24,2025-11-01,621.7,False,24.3,1244.37,201.12,86.44,7821.92
ROT-03-00507,ROT-03,VEI-052,MOT-04,2025-08-01,608.3,False,25.8,1278.37,123.48,79.54,8503.85
ROT-03-00508,ROT-03,VEI-001,MOT-24,2025-01-01,606.5,False,25.3,1144.45,95.25,81.12,8440.76
ROT-03-00509,ROT-03,VEI-047,MOT-18,2025-06-01,602.6,False,25.5,1140.17,108.85,71.99,8423.09
ROT-03-00510,ROT-03,VEI-060,MOT-13,2025-01-01,616.8,False,18.9,1145.89,96.66,84.95,8146.36
ROT-03-00511,ROT-03,VEI-050,MOT-38,2025-04-01,587.1,False,19.5,1170.08,178.09,61.91,7971.39
ROT-03-00512,ROT-03,VEI-015,MOT-42,2025-08-01,618.0,False,19.5,1168.82,195.91,60.55,8817.18
ROT-03-00513,ROT-03,VEI-026,MOT-37,2025-07-01,590.1,False,23.4,1211.45,143.46,68.97,8133.05
ROT-03-00514,ROT-03,VEI-019,MOT-36,2025-07-01,587.8,False,19.6,1187.38,101.98,81.93,7926.69
ROT-03-00515,ROT-03,VEI-051,MOT-14,2025-03-01,599.7,False,18.1,1189.03,185.76,67.67,8842.84
ROT-03-00516,ROT-03,VEI-004,MOT-12,2025-08-01,591.9,False,26.8,1137.25,120.33,80.71,8573.58
ROT-03-00517,ROT-03,VEI-057,MOT-45,2025-05-01,600.8,False,24.2,1186.08,195.85,70.41,7248.15
ROT-03-00518,ROT-03,VEI-039,MOT-34,2025-05-01,621.2,False,29.3,1253.21,146.15,59.67,8629.03
ROT-03-00519,ROT-03,VEI-005,MOT-04,2025-01-01,590.3,False,18.3,1243.21,180.7,73.97,8682.26
ROT-03-00520,ROT-03,VEI-036,MOT-18,2025-03-01,613.5,False,26.7,1177.25,134.38,59.51,9099.19
ROT-03-00521,ROT-03,VEI-049,MOT-06,2025-01-01,615.0,False,24.9,1316.71,184.04,64.8,8369.23
ROT-03-00522,ROT-03,VEI-013,MOT-16,2025-12-01,607.5,False,28.8,1178.25,195.77,87.18,8069.79
ROT-03-00523,ROT-03,VEI-026,MOT-34,2025-06-01,592.7,False,24.1,1175.23,97.83,86.9,7952.9
ROT-03-00524,ROT-03,VEI-013,MOT-30,2025-10-01,590.5,False,27.7,1103.08,196.69,55.62,6807.52
ROT-03-00525,ROT-03,VEI-015,MOT-22,2025-07-01,614.7,False,28.6,1278.59,102.83,75.83,6808.4
ROT-03-00526,ROT-03,VEI-029,MOT-14,2025-07-01,608.1,False,24.0,1169.55,111.79,82.76,7782.73
ROT-03-00527,ROT-03,VEI-014,MOT-44,2025-02-01,618.0,False,24.5,1099.42,113.64,64.7,8163.96
ROT-03-00528,ROT-03,VEI-013,MOT-03,2025-01-01,595.7,False,29.6,1167.06,136.83,82.97,8180.4
ROT-03-00529,ROT-03,VEI-036,MOT-03,2025-07-01,607.8,False,21.0,1113.82,160.13,60.93,8945.88
ROT-03-00530,ROT-03,VEI-009,MOT-32,2025-06-01,614.3,False,22.9,1444.91,126.9,90.6,7782.64
